274877906944,0.93,1024000,0.24
274877906944,1.32,1024000,0.34
274877906944,1.71,1024000,0.44
274877906944,2.1,1024000,0.54
274877906944,2.88,1024000,0.73
274877906944,3.27,1024000,0.83
274877906944,4.05,1024000,1.03
274877906944,4.49,1024000,1.17
274877906944,4.88,1024000,1.27
274877906944,5.27,1024000,1.37
274877906944,5.66,1024000,1.46
274877906944,6.45,1024000,1.66
274877906944,7.23,1024000,1.86
274877906944,7.62,1024000,1.95
274877906944,8.01,1024000,2.05
274877906944,8.4,1024000,2.15
274877906944,8.79,1024000,2.25
274877906944,9.57,1024000,2.44
274877906944,10.35,1024000,2.64
274877906944,11.13,1024000,2.83
274877906944,11.52,1024000,2.93
274877906944,11.91,1024000,3.03
274877906944,12.7,1024000,3.22
274877906944,13.09,1024000,3.32
274877906944,13.48,1024000,3.42
274877906944,13.87,1024000,3.52
274877906944,14.65,1024000,3.71
274877906944,15.04,1024000,3.81
274877906944,15.82,1024000,4
274877906944,16.6,1024000,4.2
274877906944,17.38,1024000,4.39
274877906944,18.16,1024000,4.59
274877906944,18.95,1024000,4.79
274877906944,19.73,1024000,4.98
274877906944,20.12,1024000,5.08
274877906944,20.51,1024000,5.18
274877906944,20.9,1024000,5.27
274877906944,21.29,1024000,5.37
274877906944,22.07,1024000,5.57
274877906944,22.85,1024000,5.76
274877906944,23.24,1024000,5.86
274877906944,23.63,1024000,5.96
274877906944,24.02,1024000,6.05
274877906944,24.41,1024000,6.15
274877906944,25.2,1024000,6.35
274877906944,25.59,1024000,6.45
274877906944,25.98,1024000,6.54
274877906944,26.76,1024000,6.74
274877906944,27.15,1024000,6.84
274877906944,27.54,1024000,6.93
274877906944,27.93,1024000,7.03
274877906944,28.32,1024000,7.13
274877906944,29.1,1024000,7.32
274877906944,29.49,1024000,7.42
274877906944,30.27,1024000,7.62
274877906944,30.66,1024000,7.71
274877906944,31.45,1024000,7.91
274877906944,31.84,1024000,8.01
274877906944,32.62,1024000,8.2
274877906944,33.01,1024000,8.3
274877906944,33.79,1024000,8.5
274877906944,34.18,1024000,8.59
274877906944,34.57,1024000,8.69
274877906944,34.96,1024000,8.79
274877906944,35.74,1024000,8.98
274877906944,36.52,1024000,9.18
274877906944,37.3,1024000,9.38
274877906944,37.7,1024000,9.47
